"year","state","fips","sen_cont_alt","hs_cont_alt","sen_dem_prop_all","sen_rep_prop_all","hs_dem_prop_all","hs_rep_prop_all","govparty_c","government_cont","government_cont_text","pop","pres_vote_rep","state_short","state_abbrev"
1982,"Illinois",17,1,0,0.5084746,0.4915254,0.4858757,0.5141243,0,0.3333333,"lean_rep",11423413,NA,"Ill.","IL"
1983,"Illinois",17,1,1,0.5593221,0.440678,0.5932204,0.4067796,0,0.6666667,"lean_dem",11408817,NA,"Ill.","IL"
1984,"Illinois",17,1,1,0.5593221,0.440678,0.5932204,0.4067796,0,0.6666667,"lean_dem",11412128,NA,"Ill.","IL"
1985,"Illinois",17,1,1,0.5254237,0.4745763,0.5677966,0.4322034,0,0.6666667,"lean_dem",11399803,NA,"Ill.","IL"
1986,"Illinois",17,1,1,0.5254237,0.4745763,0.5677966,0.4322034,0,0.6666667,"lean_dem",11387256,NA,"Ill.","IL"
1987,"Illinois",17,1,1,0.5254237,0.4745763,0.5677966,0.4322034,0,0.6666667,"lean_dem",11391176,NA,"Ill.","IL"
1988,"Illinois",17,1,1,0.5254237,0.4745763,0.5677966,0.4322034,0,0.6666667,"lean_dem",11390186,NA,"Ill.","IL"
1989,"Illinois",17,1,1,0.5254237,0.4745763,0.5677966,0.4322034,0,0.6666667,"lean_dem",11409782,NA,"Ill.","IL"
1990,"Illinois",17,1,1,0.5254237,0.4745763,0.5677966,0.4322034,0,0.6666667,"lean_dem",11453316,NA,"Ill.","IL"
1991,"Illinois",17,1,1,0.5254237,0.4745763,0.6101695,0.3898305,0,0.6666667,"lean_dem",11568964,NA,"Ill.","IL"
1992,"Illinois",17,1,1,0.5254237,0.4745763,0.6101695,0.3898305,0,0.6666667,"lean_dem",11694184,NA,"Ill.","IL"
1993,"Illinois",17,0,1,0.4576271,0.5423729,0.5677966,0.4322034,0,0.3333333,"lean_rep",11809579,NA,"Ill.","IL"
1994,"Illinois",17,0,1,0.4576271,0.5423729,0.5677966,0.4322034,0,0.3333333,"lean_rep",11912585,NA,"Ill.","IL"
1995,"Illinois",17,0,0,0.440678,0.5593221,0.4576271,0.5423729,0,0,"full_rep",12008437,NA,"Ill.","IL"
1996,"Illinois",17,0,0,0.440678,0.5593221,0.4576271,0.5423729,0,0,"full_rep",12101997,NA,"Ill.","IL"
1997,"Illinois",17,0,1,0.4745763,0.5254237,0.5084746,0.4915254,0,0.3333333,"lean_rep",12185715,NA,"Ill.","IL"
1998,"Illinois",17,0,1,0.4745763,0.5254237,0.5084746,0.4915254,0,0.3333333,"lean_rep",12271847,NA,"Ill.","IL"
1999,"Illinois",17,0,1,0.4576271,0.5423729,0.5254237,0.4745763,0,0.3333333,"lean_rep",12359020,NA,"Ill.","IL"
2000,"Illinois",17,0,1,0.4576271,0.5423729,0.5254237,0.4745763,0,0.3333333,"lean_rep",12434161,NA,"Ill.","IL"
2001,"Illinois",17,0,1,0.4576271,0.5423729,0.5254237,0.4745763,0,0.3333333,"lean_rep",12488445,NA,"Ill.","IL"
2002,"Illinois",17,0,1,0.4576271,0.5423729,0.5254237,0.4745763,0,0.3333333,"lean_rep",12525556,NA,"Ill.","IL"
2003,"Illinois",17,1,1,0.5423729,0.440678,0.5593221,0.440678,1,1,"full_dem",12556006,NA,"Ill.","IL"
2004,"Illinois",17,1,1,0.5423729,0.440678,0.5593221,0.440678,1,1,"full_dem",12589773,NA,"Ill.","IL"
2005,"Illinois",17,1,1,0.5254237,0.4576271,0.5508475,0.4491525,1,1,"full_dem",12609903,NA,"Ill.","IL"
2006,"Illinois",17,1,1,0.5254237,0.4576271,0.5508475,0.4491525,1,1,"full_dem",12643955,NA,"Ill.","IL"
2007,"Illinois",17,1,1,0.6271186,0.3728814,0.5593221,0.440678,1,1,"full_dem",12695866,NA,"Ill.","IL"
2008,"Illinois",17,1,1,0.6271186,0.3728814,0.5677966,0.4322034,1,1,"full_dem",12747038,NA,"Ill.","IL"
2009,"Illinois",17,1,1,0.6271186,0.3728814,0.5932204,0.4067796,1,1,"full_dem",12796778,NA,"Ill.","IL"
2010,"Illinois",17,1,1,0.6271186,0.3728814,0.5932204,0.4067796,1,1,"full_dem",12840545,NA,"Ill.","IL"
2011,"Illinois",17,1,1,0.5932204,0.4067796,0.5423729,0.4576271,1,1,"full_dem",12867783,NA,"Ill.","IL"
2012,"Illinois",17,1,1,0.593220338983051,0.406779661016949,0.542372881355932,0.457627118644068,1,1,"full_dem",12883029,NA,"Ill.","IL"
2013,"Illinois",17,1,1,0.677966101694915,0.322033898305085,0.601694915254237,0.398305084745763,1,1,"full_dem",12895778,NA,"Ill.","IL"
2014,"Illinois",17,1,1,0.677966101694915,0.322033898305085,0.601694915254237,0.398305084745763,1,1,"full_dem",12885092,NA,"Ill.","IL"
2015,"Illinois",17,1,1,0.661016949152542,0.338983050847458,0.601694915254237,0.398305084745763,0,0.666666666666667,"lean_dem",12859585,NA,"Ill.","IL"
2016,"Illinois",17,1,1,0.661016949152542,0.338983050847458,0.601694915254237,0.398305084745763,0,0.666666666666667,"lean_dem",12821709,NA,"Ill.","IL"
2017,"Illinois",17,1,1,0.627118644067797,0.372881355932203,0.567796610169492,0.432203389830508,0,0.666666666666667,"lean_dem",12779893,NA,"Ill.","IL"
2018,"Illinois",17,1,1,0.627118644067797,0.372881355932203,0.559322033898305,0.432203389830508,0,0.666666666666667,"lean_dem",12724685,NA,"Ill.","IL"
2019,"Illinois",17,1,1,0.677966101694915,0.322033898305085,0.627118644067797,0.372881355932203,1,1,"full_dem",12667017,NA,"Ill.","IL"
2020,"Illinois",17,1,1,0.677966101694915,0.322033898305085,0.627118644067797,0.372881355932203,1,1,"full_dem",12587530,NA,"Ill.","IL"
2021,"Illinois",17,1,1,0.694915254237288,0.305084745762712,0.61864406779661,0.38135593220339,1,1,"full_dem",12587530,0.405534508181737,"Ill.","IL"
1969,"Indiana",18,0,0,0.3,0.7,0.27,0.73,0,0,"full_rep",5143000,NA,"Ind.","IN"
1970,"Indiana",18,0,0,0.3,0.7,0.27,0.73,0,0,"full_rep",5203700,NA,"Ind.","IN"
1971,"Indiana",18,0,0,0.42,0.58,0.46,0.54,0,0,"full_rep",5249921,NA,"Ind.","IN"
1972,"Indiana",18,0,0,0.42,0.58,0.46,0.54,0,0,"full_rep",5296129,NA,"Ind.","IN"
1973,"Indiana",18,0,0,0.42,0.58,0.27,0.73,0,0,"full_rep",5329122,NA,"Ind.","IN"
1974,"Indiana",18,0,0,0.4,0.6,0.27,0.73,0,0,"full_rep",5349886,NA,"Ind.","IN"
1975,"Indiana",18,0,1,0.46,0.54,0.56,0.44,0,0.3333333,"lean_rep",5351080,NA,"Ind.","IN"
1976,"Indiana",18,0,1,0.46,0.54,0.56,0.44,0,0.3333333,"lean_rep",5371552,NA,"Ind.","IN"
1977,"Indiana",18,1,0,0.56,0.44,0.48,0.52,0,0.3333333,"lean_rep",5405075,NA,"Ind.","IN"
1978,"Indiana",18,1,0,0.56,0.44,0.48,0.52,0,0.3333333,"lean_rep",5446403,NA,"Ind.","IN"
1979,"Indiana",18,0,0,0.42,0.58,0.46,0.54,0,0,"full_rep",5474909,NA,"Ind.","IN"
1980,"Indiana",18,0,0,0.42,0.58,0.46,0.54,0,0,"full_rep",5490721,NA,"Ind.","IN"
1981,"Indiana",18,0,0,0.3,0.7,0.37,0.63,0,0,"full_rep",5480440,NA,"Ind.","IN"
1982,"Indiana",18,0,0,0.3,0.7,0.37,0.63,0,0,"full_rep",5467918,NA,"Ind.","IN"
1983,"Indiana",18,0,0,0.36,0.64,0.43,0.57,0,0,"full_rep",5450396,NA,"Ind.","IN"
1984,"Indiana",18,0,0,0.36,0.64,0.43,0.57,0,0,"full_rep",5458322,NA,"Ind.","IN"
1985,"Indiana",18,0,0,0.4,0.6,0.39,0.61,0,0,"full_rep",5459214,NA,"Ind.","IN"
1986,"Indiana",18,0,0,0.4,0.6,0.39,0.61,0,0,"full_rep",5454103,NA,"Ind.","IN"
1987,"Indiana",18,0,0,0.4,0.6,0.48,0.52,0,0,"full_rep",5473023,NA,"Ind.","IN"
1988,"Indiana",18,0,0,0.4,0.6,0.48,0.52,0,0,"full_rep",5491733,NA,"Ind.","IN"
1989,"Indiana",18,0,0.5,0.48,0.52,0.5,0.5,1,0.5,NA,5523679,NA,"Ind.","IN"
1990,"Indiana",18,0,0,0.48,0.52,0.49,0.51,1,0.3333333,"lean_rep",5557798,NA,"Ind.","IN"
1991,"Indiana",18,0,1,0.48,0.52,0.52,0.48,1,0.6666667,"lean_dem",5616388,NA,"Ind.","IN"
1992,"Indiana",18,0,1,0.48,0.52,0.52,0.48,1,0.6666667,"lean_dem",5674547,NA,"Ind.","IN"
1993,"Indiana",18,0,1,0.44,0.56,0.55,0.45,1,0.6666667,"lean_dem",5739019,NA,"Ind.","IN"
1994,"Indiana",18,0,1,0.44,0.56,0.55,0.45,1,0.6666667,"lean_dem",5793526,NA,"Ind.","IN"
1995,"Indiana",18,0,0,0.38,0.62,0.43,0.57,1,0.3333333,"lean_rep",5851459,NA,"Ind.","IN"
1996,"Indiana",18,0,0,0.38,0.62,0.43,0.57,1,0.3333333,"lean_rep",5906013,NA,"Ind.","IN"
1997,"Indiana",18,0,1,0.38,0.62,0.5,0.5,1,0.6666667,"lean_dem",5955267,NA,"Ind.","IN"
1998,"Indiana",18,0,1,0.38,0.62,0.5,0.5,1,0.6666667,"lean_dem",5998880,NA,"Ind.","IN"
1999,"Indiana",18,0,1,0.38,0.62,0.53,0.47,1,0.6666667,"lean_dem",6044969,NA,"Ind.","IN"
2000,"Indiana",18,0,1,0.38,0.62,0.53,0.47,1,0.6666667,"lean_dem",6091866,NA,"Ind.","IN"
2001,"Indiana",18,0,1,0.36,0.64,0.53,0.47,1,0.6666667,"lean_dem",6127760,NA,"Ind.","IN"
2002,"Indiana",18,0,1,0.36,0.64,0.52,0.46,1,0.6666667,"lean_dem",6155967,NA,"Ind.","IN"
2003,"Indiana",18,0,1,0.36,0.64,0.51,0.49,1,0.6666667,"lean_dem",6196638,NA,"Ind.","IN"
2004,"Indiana",18,0,1,0.36,0.64,0.51,0.49,1,0.6666667,"lean_dem",6233007,NA,"Ind.","IN"
2005,"Indiana",18,0,0,0.34,0.66,0.48,0.52,0,0,"full_rep",6278616,NA,"Ind.","IN"
2006,"Indiana",18,0,0,0.34,0.66,0.48,0.52,0,0,"full_rep",6332669,NA,"Ind.","IN"
2007,"Indiana",18,0,1,0.34,0.66,0.51,0.49,0,0.3333333,"lean_rep",6379599,NA,"Ind.","IN"
2008,"Indiana",18,0,1,0.34,0.66,0.51,0.49,0,0.3333333,"lean_rep",6424806,NA,"Ind.","IN"
2009,"Indiana",18,0,1,0.34,0.66,0.52,0.48,0,0.3333333,"lean_rep",6459325,NA,"Ind.","IN"
2010,"Indiana",18,0,1,0.34,0.66,0.52,0.48,0,0.3333333,"lean_rep",6490555,NA,"Ind.","IN"
2011,"Indiana",18,0,0,0.26,0.74,0.4,0.6,0,0,"full_rep",6517250,NA,"Ind.","IN"
2012,"Indiana",18,0,0,0.26,0.74,0.4,0.6,0,0,"full_rep",6538989,NA,"Ind.","IN"
2013,"Indiana",18,0,0,0.26,0.74,0.31,0.69,0,0,"full_rep",6570575,NA,"Ind.","IN"
2014,"Indiana",18,0,0,0.26,0.74,0.31,0.69,0,0,"full_rep",6596019,NA,"Ind.","IN"
2015,"Indiana",18,0,0,0.2,0.8,0.3,0.7,0,0,"full_rep",6611442,NA,"Ind.","IN"
2016,"Indiana",18,0,0,0.2,0.8,0.3,0.7,0,0,"full_rep",6637898,NA,"Ind.","IN"
2017,"Indiana",18,0,0,0.18,0.82,0.3,0.7,0,0,"full_rep",6662068,NA,"Ind.","IN"
2018,"Indiana",18,0,0,0.18,0.8,0.3,0.7,0,0,"full_rep",6698481,NA,"Ind.","IN"
2019,"Indiana",18,0,0,0.2,0.8,0.33,0.67,0,0,"full_rep",6731010,NA,"Ind.","IN"
2020,"Indiana",18,0,0,0.2,0.8,0.33,0.67,0,0,"full_rep",6754953,NA,"Ind.","IN"
2021,"Indiana",18,0,0,0.22,0.78,0.29,0.71,0,0,"full_rep",6754953,0.570211577657051,"Ind.","IN"
1969,"Iowa",19,0,0,0.2622951,0.7377049,0.3064516,0.6935484,0,0,"full_rep",2805000,NA,"Iowa","IA"
1970,"Iowa",19,0,0,0.2786885,0.7213115,0.2983871,0.6935484,0,0,"full_rep",2828534,NA,"Iowa","IA"
1971,"Iowa",19,0,0,0.24,0.76,0.37,0.63,0,0,"full_rep",2851828,NA,"Iowa","IA"
1972,"Iowa",19,0,0,0.26,0.74,0.37,0.63,0,0,"full_rep",2860506,NA,"Iowa","IA"
1973,"Iowa",19,0,0,0.44,0.56,0.44,0.56,0,0,"full_rep",2864031,NA,"Iowa","IA"
1974,"Iowa",19,0,0,0.44,0.56,0.45,0.55,0,0,"full_rep",2867941,NA,"Iowa","IA"
1975,"Iowa",19,1,1,0.52,0.48,0.6,0.4,0,0.6666667,"lean_dem",2881425,NA,"Iowa","IA"
1976,"Iowa",19,1,1,0.52,0.48,0.61,0.39,0,0.6666667,"lean_dem",2903770,NA,"Iowa","IA"
1977,"Iowa",19,1,1,0.52,0.48,0.59,0.41,0,0.6666667,"lean_dem",2914308,NA,"Iowa","IA"
1978,"Iowa",19,1,1,0.52,0.48,0.59,0.41,0,0.6666667,"lean_dem",2919008,NA,"Iowa","IA"
1979,"Iowa",19,0,0,0.44,0.56,0.44,0.56,0,0,"full_rep",2916803,NA,"Iowa","IA"
1980,"Iowa",19,0,0,0.42,0.58,0.44,0.56,0,0,"full_rep",2914018,NA,"Iowa","IA"
1981,"Iowa",19,0,0,0.42,0.58,0.42,0.58,0,0,"full_rep",2907985,NA,"Iowa","IA"
1982,"Iowa",19,0,0,0.42,0.58,0.42,0.58,0,0,"full_rep",2888190,NA,"Iowa","IA"
1983,"Iowa",19,1,1,0.56,0.44,0.6,0.4,0,0.6666667,"lean_dem",2870547,NA,"Iowa","IA"
1984,"Iowa",19,1,1,0.56,0.44,0.6,0.4,0,0.6666667,"lean_dem",2858615,NA,"Iowa","IA"
1985,"Iowa",19,1,1,0.58,0.42,0.6,0.4,0,0.6666667,"lean_dem",2829684,NA,"Iowa","IA"
1986,"Iowa",19,1,1,0.58,0.42,0.6,0.4,0,0.6666667,"lean_dem",2791969,NA,"Iowa","IA"
1987,"Iowa",19,1,1,0.6,0.4,0.58,0.42,0,0.6666667,"lean_dem",2767006,NA,"Iowa","IA"
1988,"Iowa",19,1,1,0.6,0.4,0.58,0.42,0,0.6666667,"lean_dem",2768393,NA,"Iowa","IA"
1989,"Iowa",19,1,1,0.6,0.4,0.61,0.39,0,0.6666667,"lean_dem",2770590,NA,"Iowa","IA"
1990,"Iowa",19,1,1,0.6,0.4,0.61,0.39,0,0.6666667,"lean_dem",2781018,NA,"Iowa","IA"
1991,"Iowa",19,1,1,0.56,0.44,0.55,0.45,0,0.6666667,"lean_dem",2797613,NA,"Iowa","IA"
1992,"Iowa",19,1,1,0.58,0.42,0.55,0.45,0,0.6666667,"lean_dem",2818401,NA,"Iowa","IA"
1993,"Iowa",19,1,0,0.54,0.46,0.49,0.51,0,0.3333333,"lean_rep",2836972,NA,"Iowa","IA"
1994,"Iowa",19,1,0,0.54,0.46,0.49,0.51,0,0.3333333,"lean_rep",2850746,NA,"Iowa","IA"
1995,"Iowa",19,1,0,0.54,0.46,0.36,0.64,0,0.3333333,"lean_rep",2867373,NA,"Iowa","IA"
1996,"Iowa",19,1,0,0.54,0.46,0.36,0.64,0,0.3333333,"lean_rep",2880000,NA,"Iowa","IA"
1997,"Iowa",19,0,0,0.42,0.58,0.46,0.54,0,0,"full_rep",2891119,NA,"Iowa","IA"
1998,"Iowa",19,0,0,0.44,0.56,0.46,0.54,0,0,"full_rep",2902872,NA,"Iowa","IA"
1999,"Iowa",19,0,0,0.4,0.6,0.44,0.56,1,0.3333333,"lean_rep",2917634,NA,"Iowa","IA"
2000,"Iowa",19,0,0,0.4,0.6,0.44,0.56,1,0.3333333,"lean_rep",2929067,NA,"Iowa","IA"
2001,"Iowa",19,0,0,0.4,0.6,0.44,0.56,1,0.3333333,"lean_rep",2931997,NA,"Iowa","IA"
2002,"Iowa",19,0,0,0.4,0.6,0.44,0.56,1,0.3333333,"lean_rep",2934234,NA,"Iowa","IA"
2003,"Iowa",19,0,0,0.42,0.58,0.46,0.54,1,0.3333333,"lean_rep",2941999,NA,"Iowa","IA"
2004,"Iowa",19,0,0,0.42,0.58,0.47,0.53,1,0.3333333,"lean_rep",2953635,NA,"Iowa","IA"
2005,"Iowa",19,0.5,0,0.5,0.5,0.49,0.51,1,0.5,NA,2964454,NA,"Iowa","IA"
2006,"Iowa",19,0.5,0,0.5,0.5,0.49,0.51,1,0.5,NA,2982644,NA,"Iowa","IA"
2007,"Iowa",19,1,1,0.6,0.4,0.54,0.46,1,1,"full_dem",2999212,NA,"Iowa","IA"
2008,"Iowa",19,1,1,0.6,0.4,0.53,0.47,1,1,"full_dem",3016734,NA,"Iowa","IA"
2009,"Iowa",19,1,1,0.64,0.36,0.56,0.44,1,1,"full_dem",3032870,NA,"Iowa","IA"
2010,"Iowa",19,1,1,0.64,0.36,0.56,0.44,1,1,"full_dem",3050819,NA,"Iowa","IA"
2011,"Iowa",19,1,0,0.52,0.48,0.4,0.6,0,0.3333333,"lean_rep",3066772,NA,"Iowa","IA"
2012,"Iowa",19,1,0,0.52,0.48,0.4,0.6,0,0.333333333333333,"lean_rep",3076844,NA,"Iowa","IA"
2013,"Iowa",19,1,0,0.52,0.46,0.47,0.53,0,0.333333333333333,"lean_rep",3093935,NA,"Iowa","IA"
2014,"Iowa",19,1,0,0.52,0.48,0.47,0.53,0,0.333333333333333,"lean_rep",3110643,NA,"Iowa","IA"
2015,"Iowa",19,1,0,0.52,0.48,0.43,0.57,0,0.333333333333333,"lean_rep",3122541,NA,"Iowa","IA"
2016,"Iowa",19,1,0,0.52,0.48,0.43,0.57,0,0.333333333333333,"lean_rep",3133210,NA,"Iowa","IA"
2017,"Iowa",19,0,0,0.4,0.58,0.41,0.59,0,0,"full_rep",3143734,NA,"Iowa","IA"
2018,"Iowa",19,0,0,0.4,0.58,0.41,0.59,0,0,"full_rep",3149900,NA,"Iowa","IA"
2019,"Iowa",19,0,0,0.36,0.64,0.46,0.54,0,0,"full_rep",3159596,NA,"Iowa","IA"
2020,"Iowa",19,0,0,0.36,0.64,0.47,0.53,0,0,"full_rep",3163561,NA,"Iowa","IA"
2021,"Iowa",19,0,0,0.36,0.64,0.41,0.59,0,0,"full_rep",3163561,0.528001976319458,"Iowa","IA"
1969,"Kansas",20,0,0,0.2,0.8,0.304,0.696,1,0.3333333,"lean_rep",2236000,NA,"Kans.","KS"
1970,"Kansas",20,0,0,0.2,0.8,0.304,0.696,1,0.3333333,"lean_rep",2247823,NA,"Kans.","KS"
1971,"Kansas",20,0,0,0.2,0.8,0.328,0.672,1,0.3333333,"lean_rep",2246132,NA,"Kans.","KS"
1972,"Kansas",20,0,0,0.2,0.8,0.328,0.672,1,0.3333333,"lean_rep",2255525,NA,"Kans.","KS"
1973,"Kansas",20,0,0,0.325,0.675,0.36,0.64,1,0.3333333,"lean_rep",2264369,NA,"Kans.","KS"
1974,"Kansas",20,0,0,0.325,0.675,0.36,0.64,1,0.3333333,"lean_rep",2267881,NA,"Kans.","KS"
1975,"Kansas",20,0,0,0.35,0.65,0.424,0.576,0,0,"full_rep",2278621,NA,"Kans.","KS"
1976,"Kansas",20,0,0,0.35,0.65,0.424,0.576,0,0,"full_rep",2298645,NA,"Kans.","KS"
1977,"Kansas",20,0,1,0.475,0.525,0.52,0.48,0,0.3333333,"lean_rep",2317836,NA,"Kans.","KS"
1978,"Kansas",20,0,1,0.475,0.525,0.52,0.48,0,0.3333333,"lean_rep",2332815,NA,"Kans.","KS"
1979,"Kansas",20,0,0,0.475,0.525,0.448,0.552,1,0.3333333,"lean_rep",2347370,NA,"Kans.","KS"
1980,"Kansas",20,0,0,0.475,0.525,0.448,0.552,1,0.3333333,"lean_rep",2369039,NA,"Kans.","KS"
1981,"Kansas",20,0,0,0.4,0.6,0.424,0.576,1,0.3333333,"lean_rep",2384853,NA,"Kans.","KS"
1982,"Kansas",20,0,0,0.4,0.6,0.424,0.576,1,0.3333333,"lean_rep",2401207,NA,"Kans.","KS"
1983,"Kansas",20,0,0,0.4,0.6,0.424,0.576,1,0.3333333,"lean_rep",2415529,NA,"Kans.","KS"
1984,"Kansas",20,0,0,0.4,0.6,0.424,0.576,1,0.3333333,"lean_rep",2424088,NA,"Kans.","KS"
1985,"Kansas",20,0,0,0.4,0.6,0.392,0.608,1,0.3333333,"lean_rep",2427401,NA,"Kans.","KS"
1986,"Kansas",20,0,0,0.4,0.6,0.392,0.608,1,0.3333333,"lean_rep",2432614,NA,"Kans.","KS"
1987,"Kansas",20,0,0,0.4,0.6,0.408,0.592,0,0,"full_rep",2445367,NA,"Kans.","KS"
1988,"Kansas",20,0,0,0.4,0.6,0.408,0.592,0,0,"full_rep",2461995,NA,"Kans.","KS"
1989,"Kansas",20,0,0,0.45,0.55,0.464,0.536,0,0,"full_rep",2472838,NA,"Kans.","KS"
1990,"Kansas",20,0,0,0.45,0.55,0.464,0.536,0,0,"full_rep",2481349,NA,"Kans.","KS"
1991,"Kansas",20,0,1,0.45,0.55,0.504,0.496,1,0.6666667,"lean_dem",2498722,NA,"Kans.","KS"
1992,"Kansas",20,0,1,0.45,0.55,0.504,0.496,1,0.6666667,"lean_dem",2532394,NA,"Kans.","KS"
1993,"Kansas",20,0,0,0.325,0.675,0.472,0.528,1,0.3333333,"lean_rep",2556547,NA,"Kans.","KS"
1994,"Kansas",20,0,0,0.325,0.675,0.472,0.528,1,0.3333333,"lean_rep",2580513,NA,"Kans.","KS"
1995,"Kansas",20,0,0,0.325,0.675,0.36,0.64,0,0,"full_rep",2601007,NA,"Kans.","KS"
1996,"Kansas",20,0,0,0.325,0.675,0.352,0.648,0,0,"full_rep",2614554,NA,"Kans.","KS"
1997,"Kansas",20,0,0,0.325,0.675,0.384,0.616,0,0,"full_rep",2635292,NA,"Kans.","KS"
1998,"Kansas",20,0,0,0.325,0.675,0.384,0.616,0,0,"full_rep",2660598,NA,"Kans.","KS"
1999,"Kansas",20,0,0,0.325,0.675,0.384,0.616,0,0,"full_rep",2678338,NA,"Kans.","KS"
2000,"Kansas",20,0,0,0.325,0.675,0.384,0.616,0,0,"full_rep",2693681,NA,"Kans.","KS"
2001,"Kansas",20,0,0,0.25,0.75,0.368,0.632,0,0,"full_rep",2702162,NA,"Kans.","KS"
2002,"Kansas",20,0,0,0.25,0.75,0.368,0.632,0,0,"full_rep",2713535,NA,"Kans.","KS"
2003,"Kansas",20,0,0,0.25,0.75,0.36,0.64,1,0.3333333,"lean_rep",2723004,NA,"Kans.","KS"
2004,"Kansas",20,0,0,0.25,0.75,0.36,0.64,1,0.3333333,"lean_rep",2734373,NA,"Kans.","KS"
2005,"Kansas",20,0,0,0.25,0.75,0.336,0.664,1,0.3333333,"lean_rep",2745299,NA,"Kans.","KS"
2006,"Kansas",20,0,0,0.25,0.75,0.336,0.664,1,0.3333333,"lean_rep",2762931,NA,"Kans.","KS"
2007,"Kansas",20,0,0,0.25,0.75,0.376,0.624,1,0.3333333,"lean_rep",2783785,NA,"Kans.","KS"
2008,"Kansas",20,0,0,0.25,0.75,0.376,0.624,1,0.3333333,"lean_rep",2808076,NA,"Kans.","KS"
2009,"Kansas",20,0,0,0.225,0.775,0.392,0.608,1,0.3333333,"lean_rep",2832704,NA,"Kans.","KS"
2010,"Kansas",20,0,0,0.225,0.775,0.392,0.608,1,0.3333333,"lean_rep",2858266,NA,"Kans.","KS"
2011,"Kansas",20,0,0,0.2,0.8,0.264,0.736,0,0,"full_rep",2869677,NA,"Kans.","KS"
2012,"Kansas",20,0,0,0.2,0.8,0.264,0.736,0,0,"full_rep",2886024,NA,"Kans.","KS"
2013,"Kansas",20,0,0,0.225,0.775,0.28,0.72,0,0,"full_rep",2894306,NA,"Kans.","KS"
2014,"Kansas",20,0,0,0.2,0.8,0.264,0.736,0,0,"full_rep",2901861,NA,"Kans.","KS"
2015,"Kansas",20,0,0,0.2,0.8,0.216,0.784,0,0,"full_rep",2910717,NA,"Kans.","KS"
2016,"Kansas",20,0,0,0.2,0.8,0.224,0.776,0,0,"full_rep",2912977,NA,"Kans.","KS"
2017,"Kansas",20,0,0,0.225,0.775,0.32,0.68,0,0,"full_rep",2910892,NA,"Kans.","KS"
2018,"Kansas",20,0,0,0.225,0.775,0.32,0.68,0,0,"full_rep",2912748,NA,"Kans.","KS"
2019,"Kansas",20,0,0,0.275,0.7,0.32,0.68,1,0.333333333333333,"lean_rep",2912635,NA,"Kans.","KS"
2020,"Kansas",20,0,0,0.275,0.7,0.328,0.672,1,0.333333333333333,"lean_rep",2913805,NA,"Kans.","KS"
2021,"Kansas",20,0,0,0.275,0.725,0.328,0.672,1,0.333333333333333,"lean_rep",2913805,0.562125128342647,"Kans.","KS"
1969,"Kentucky",21,1,1,0.6315789,0.368421,0.57,0.43,0,0.6666667,"lean_dem",3198000,NA,"Ky.","KY"
1970,"Kentucky",21,1,1,0.6052632,0.3947369,0.72,0.28,0,0.6666667,"lean_dem",3230587,NA,"Ky.","KY"
1971,"Kentucky",21,1,1,0.6052632,0.3947369,0.72,0.28,0,0.6666667,"lean_dem",3298262,NA,"Ky.","KY"
1972,"Kentucky",21,1,1,0.7368421,0.2631579,0.73,0.27,1,1,"full_dem",3336106,NA,"Ky.","KY"
1973,"Kentucky",21,1,1,0.7368421,0.2631579,0.73,0.27,1,1,"full_dem",3371573,NA,"Ky.","KY"
1974,"Kentucky",21,1,1,0.7631579,0.2368421,0.8,0.2,1,1,"full_dem",3417039,NA,"Ky.","KY"
1975,"Kentucky",21,1,1,0.7631579,0.2368421,0.77,0.21,1,1,"full_dem",3468755,NA,"Ky.","KY"
1976,"Kentucky",21,1,1,0.7894737,0.2105263,0.77,0.23,1,1,"full_dem",3530443,NA,"Ky.","KY"
1977,"Kentucky",21,1,1,0.7631579,0.2105263,0.76,0.23,1,1,"full_dem",3575001,NA,"Ky.","KY"
1978,"Kentucky",21,1,1,0.7631579,0.2368421,0.75,0.23,1,1,"full_dem",3611382,NA,"Ky.","KY"
1979,"Kentucky",21,1,1,0.7894737,0.2105263,0.75,0.23,1,1,"full_dem",3643655,NA,"Ky.","KY"
1980,"Kentucky",21,1,1,0.7631579,0.2368421,0.75,0.25,1,1,"full_dem",3664221,NA,"Ky.","KY"
1981,"Kentucky",21,1,1,0.7631579,0.2368421,0.74,0.24,1,1,"full_dem",3670395,NA,"Ky.","KY"
1982,"Kentucky",21,1,1,0.7631579,0.2368421,0.76,0.24,1,1,"full_dem",3683449,NA,"Ky.","KY"
1983,"Kentucky",21,1,1,0.7631579,0.2368421,0.75,0.24,1,1,"full_dem",3694469,NA,"Ky.","KY"
1984,"Kentucky",21,1,1,0.7368421,0.2631579,0.77,0.23,1,1,"full_dem",3695459,NA,"Ky.","KY"
1985,"Kentucky",21,1,1,0.7368421,0.2631579,0.74,0.26,1,1,"full_dem",3694816,NA,"Ky.","KY"
1986,"Kentucky",21,1,1,0.7105263,0.2631579,0.73,0.26,1,1,"full_dem",3687805,NA,"Ky.","KY"
1987,"Kentucky",21,1,1,0.7368421,0.2368421,0.73,0.27,1,1,"full_dem",3683330,NA,"Ky.","KY"
1988,"Kentucky",21,1,1,0.7631579,0.2105263,0.71,0.29,1,1,"full_dem",3680002,NA,"Ky.","KY"
1989,"Kentucky",21,1,1,0.7894737,0.2105263,0.71,0.28,1,1,"full_dem",3677318,NA,"Ky.","KY"
