"year","state","fips","sen_cont_alt","hs_cont_alt","sen_dem_prop_all","sen_rep_prop_all","hs_dem_prop_all","hs_rep_prop_all","govparty_c","government_cont","government_cont_text","pop","pres_vote_rep","state_short","state_abbrev"
1969,"Alabama",1,1,1,0.9714286,0.0285714,1,0,1,1,"full_dem",3440000,NA,"Ala.","AL"
1970,"Alabama",1,1,1,0.9714286,0.0285714,0.990566,0.009434,1,1,"full_dem",3449846,NA,"Ala.","AL"
1971,"Alabama",1,1,1,1,0,0.9716981,0.0188679,1,1,"full_dem",3497452,NA,"Ala.","AL"
1972,"Alabama",1,1,1,1,0,0.9716981,0.0188679,1,1,"full_dem",3540080,NA,"Ala.","AL"
1973,"Alabama",1,1,1,1,0,0.9716981,0.0188679,1,1,"full_dem",3580769,NA,"Ala.","AL"
1974,"Alabama",1,1,1,1,0,0.9811321,0.0188679,1,1,"full_dem",3627805,NA,"Ala.","AL"
1975,"Alabama",1,1,1,1,0,1,0,1,1,"full_dem",3680533,NA,"Ala.","AL"
1976,"Alabama",1,1,1,1,0,1,0,1,1,"full_dem",3737204,NA,"Ala.","AL"
1977,"Alabama",1,1,1,0.9428571,0,0.9809524,0,1,1,"full_dem",3782736,NA,"Ala.","AL"
1978,"Alabama",1,1,1,0.9714286,0,0.9809524,0.0190476,1,1,"full_dem",3834120,NA,"Ala.","AL"
1979,"Alabama",1,1,1,1,0,0.9619048,0.0380952,1,1,"full_dem",3869444,NA,"Ala.","AL"
1980,"Alabama",1,1,1,1,0,0.9619048,0.0380952,1,1,"full_dem",3900368,NA,"Ala.","AL"
1981,"Alabama",1,1,1,1,0,0.952381,0.0380952,1,1,"full_dem",3918533,NA,"Ala.","AL"
1982,"Alabama",1,1,1,1,0,0.952381,0.0380952,1,1,"full_dem",3925263,NA,"Ala.","AL"
1983,"Alabama",1,1,1,0.9142857,0.0857143,0.9238095,0.0761905,1,1,"full_dem",3934100,NA,"Ala.","AL"
1984,"Alabama",1,1,1,0.9142857,0.0857143,0.9238095,0.0761905,1,1,"full_dem",3951824,NA,"Ala.","AL"
1985,"Alabama",1,1,1,0.8,0.1142857,0.8285714,0.1142857,1,1,"full_dem",3972520,NA,"Ala.","AL"
1986,"Alabama",1,1,1,0.8,0.1142857,0.8285714,0.1142857,1,1,"full_dem",3991569,NA,"Ala.","AL"
1987,"Alabama",1,1,1,0.8571429,0.1428571,0.8476191,0.152381,0,0.6666667,"lean_dem",4015262,NA,"Ala.","AL"
1988,"Alabama",1,1,1,0.8571429,0.1428571,0.8476191,0.152381,0,0.6666667,"lean_dem",4023842,NA,"Ala.","AL"
1989,"Alabama",1,1,1,0.8,0.1714286,0.8095238,0.1619048,0,0.6666667,"lean_dem",4030219,NA,"Ala.","AL"
1990,"Alabama",1,1,1,0.8,0.1714286,0.8095238,0.1619048,0,0.6666667,"lean_dem",4050055,NA,"Ala.","AL"
1991,"Alabama",1,1,1,0.8,0.2,0.7904762,0.2095238,0,0.6666667,"lean_dem",4099156,NA,"Ala.","AL"
1992,"Alabama",1,1,1,0.8,0.2,0.7809524,0.2190476,0,0.6666667,"lean_dem",4154014,NA,"Ala.","AL"
1993,"Alabama",1,1,1,0.8,0.2,0.7809524,0.2190476,1,1,"full_dem",4214202,NA,"Ala.","AL"
1994,"Alabama",1,1,1,0.7714286,0.2285714,0.7809524,0.2190476,1,1,"full_dem",4260229,NA,"Ala.","AL"
1995,"Alabama",1,1,1,0.6571429,0.3428572,0.7047619,0.2952381,0,0.6666667,"lean_dem",4296800,NA,"Ala.","AL"
1996,"Alabama",1,1,1,0.6571429,0.3428572,0.6952381,0.3047619,0,0.6666667,"lean_dem",4331102,NA,"Ala.","AL"
1997,"Alabama",1,1,1,0.6285715,0.3428572,0.6857143,0.3142857,0,0.6666667,"lean_dem",4367935,NA,"Ala.","AL"
1998,"Alabama",1,1,1,0.6285715,0.3714286,0.6761905,0.3238095,0,0.6666667,"lean_dem",4404701,NA,"Ala.","AL"
1999,"Alabama",1,1,1,0.6571429,0.3428572,0.6571429,0.3428572,1,1,"full_dem",4430141,NA,"Ala.","AL"
2000,"Alabama",1,1,1,0.6571429,0.3428572,0.6571429,0.3428572,1,1,"full_dem",4452173,NA,"Ala.","AL"
2001,"Alabama",1,1,1,0.6571429,0.3428572,0.6380953,0.3428572,1,1,"full_dem",4467634,NA,"Ala.","AL"
2002,"Alabama",1,1,1,0.6857143,0.3142857,0.6380953,0.3619048,1,1,"full_dem",4480089,NA,"Ala.","AL"
2003,"Alabama",1,1,1,0.7142857,0.2857143,0.6095238,0.3904762,0,0.6666667,"lean_dem",4503491,NA,"Ala.","AL"
2004,"Alabama",1,1,1,0.7142857,0.2857143,0.6,0.4,0,0.6666667,"lean_dem",4530729,NA,"Ala.","AL"
2005,"Alabama",1,1,1,0.7142857,0.2857143,0.5904762,0.3809524,0,0.6666667,"lean_dem",4569805,NA,"Ala.","AL"
2006,"Alabama",1,1,1,0.7142857,0.2857143,0.6,0.4,0,0.6666667,"lean_dem",4628981,NA,"Ala.","AL"
2007,"Alabama",1,1,1,0.6571429,0.3428572,0.5904762,0.4095238,0,0.6666667,"lean_dem",4672840,NA,"Ala.","AL"
2008,"Alabama",1,1,1,0.6285715,0.3714286,0.5904762,0.4095238,0,0.6666667,"lean_dem",4718206,NA,"Ala.","AL"
2009,"Alabama",1,1,1,0.5428572,0.3714286,0.5904762,0.4095238,0,0.6666667,"lean_dem",4757938,NA,"Ala.","AL"
2010,"Alabama",1,1,1,0.6,0.4,0.5714286,0.4285714,0,0.6666667,"lean_dem",4785514,NA,"Ala.","AL"
2011,"Alabama",1,0,0,0.3428572,0.6285715,0.4095238,0.5904762,0,0,"full_rep",4799642,NA,"Ala.","AL"
2012,"Alabama",1,0,0,0.342857142857143,0.628571428571429,0.380952380952381,0.619047619047619,0,0,"full_rep",4816632,NA,"Ala.","AL"
2013,"Alabama",1,0,0,0.314285714285714,0.657142857142857,0.371428571428571,0.60952380952381,0,0,"full_rep",4831586,NA,"Ala.","AL"
2014,"Alabama",1,0,0,0.314285714285714,0.657142857142857,0.352380952380952,0.628571428571429,0,0,"full_rep",4843737,NA,"Ala.","AL"
2015,"Alabama",1,0,0,0.228571428571429,0.742857142857143,0.314285714285714,0.685714285714286,0,0,"full_rep",4854803,NA,"Ala.","AL"
2016,"Alabama",1,0,0,0.228571428571429,0.742857142857143,0.314285714285714,0.685714285714286,0,0,"full_rep",4866824,NA,"Ala.","AL"
2017,"Alabama",1,0,0,0.228571428571429,0.742857142857143,0.304761904761905,0.685714285714286,0,0,"full_rep",4877989,NA,"Ala.","AL"
2018,"Alabama",1,0,0,0.2,0.742857142857143,0.314285714285714,0.666666666666667,0,0,"full_rep",4891628,NA,"Ala.","AL"
2019,"Alabama",1,0,0,0.228571428571429,0.771428571428571,0.266666666666667,0.733333333333333,0,0,"full_rep",4907965,NA,"Ala.","AL"
2020,"Alabama",1,0,0,0.228571428571429,0.771428571428571,0.266666666666667,0.733333333333333,0,0,"full_rep",4921532,NA,"Ala.","AL"
2021,"Alabama",1,0,0,0.2,0.742857142857143,0.266666666666667,0.733333333333333,0,0,"full_rep",4921532,0.620316431668648,"Ala.","AL"
1969,"Alaska",2,0,1,0.45,0.55,0.55,0.45,0,0.3333333,"lean_rep",296000,NA,"Alaska","AK"
1970,"Alaska",2,0,1,0.45,0.55,0.55,0.45,0,0.3333333,"lean_rep",304328,NA,"Alaska","AK"
1971,"Alaska",2,0,1,0.5,0.5,0.775,0.225,1,0.6666667,"lean_dem",316494,NA,"Alaska","AK"
1972,"Alaska",2,0,1,0.5,0.5,0.775,0.225,1,0.6666667,"lean_dem",326494,NA,"Alaska","AK"
1973,"Alaska",2,0,0.5,0.45,0.55,0.5,0.475,1,0.5,NA,333232,NA,"Alaska","AK"
1974,"Alaska",2,0,0.5,0.45,0.55,0.5,0.475,1,0.5,NA,344696,NA,"Alaska","AK"
1975,"Alaska",2,1,1,0.65,0.35,0.75,0.25,0,0.6666667,"lean_dem",370973,NA,"Alaska","AK"
1976,"Alaska",2,1,1,0.65,0.35,0.75,0.225,0,0.6666667,"lean_dem",393115,NA,"Alaska","AK"
1977,"Alaska",2,1,1,0.6,0.4,0.625,0.375,0,0.6666667,"lean_dem",397363,NA,"Alaska","AK"
1978,"Alaska",2,1,1,0.6,0.4,0.625,0.375,0,0.6666667,"lean_dem",402191,NA,"Alaska","AK"
1979,"Alaska",2,0,1,0.45,0.55,0.625,0.35,0,0.3333333,"lean_rep",403544,NA,"Alaska","AK"
1980,"Alaska",2,0,1,0.45,0.55,0.625,0.35,0,0.3333333,"lean_rep",405315,NA,"Alaska","AK"
1981,"Alaska",2,1,1,0.55,0.45,0.55,0.4,0,0.6666667,"lean_dem",418493,NA,"Alaska","AK"
1982,"Alaska",2,1,1,0.55,0.45,0.55,0.4,0,0.6666667,"lean_dem",449606,NA,"Alaska","AK"
1983,"Alaska",2,0,0,0.45,0.55,0.475,0.525,1,0.3333333,"lean_rep",488418,NA,"Alaska","AK"
1984,"Alaska",2,0,0,0.45,0.55,0.475,0.525,1,0.3333333,"lean_rep",513704,NA,"Alaska","AK"
1985,"Alaska",2,0,1,0.45,0.55,0.525,0.45,1,0.6666667,"lean_dem",532496,NA,"Alaska","AK"
1986,"Alaska",2,0,1,0.45,0.55,0.525,0.45,1,0.6666667,"lean_dem",544269,NA,"Alaska","AK"
1987,"Alaska",2,0,1,0.4,0.6,0.6,0.4,1,0.6666667,"lean_dem",539310,NA,"Alaska","AK"
1988,"Alaska",2,0,1,0.4,0.6,0.6,0.4,1,0.6666667,"lean_dem",541984,NA,"Alaska","AK"
1989,"Alaska",2,0,1,0.4,0.6,0.6,0.4,1,0.6666667,"lean_dem",547160,NA,"Alaska","AK"
1990,"Alaska",2,0,1,0.4,0.6,0.6,0.4,1,0.6666667,"lean_dem",553290,NA,"Alaska","AK"
1991,"Alaska",2,0.5,1,0.5,0.5,0.575,0.425,0.5,0.6666667,"lean_dem",570193,NA,"Alaska","AK"
1992,"Alaska",2,0.5,1,0.5,0.5,0.575,0.425,0.5,0.6666667,"lean_dem",588736,NA,"Alaska","AK"
1993,"Alaska",2,0,0.5,0.45,0.5,0.5,0.45,0.5,0.3333333,"lean_rep",599432,NA,"Alaska","AK"
1994,"Alaska",2,0,0.5,0.5,0.5,0.5,0.45,0.5,0.3333333,"lean_rep",603308,NA,"Alaska","AK"
1995,"Alaska",2,0,0,0.4,0.6,0.425,0.55,1,0.3333333,"lean_rep",604412,NA,"Alaska","AK"
1996,"Alaska",2,0,0,0.4,0.6,0.425,0.55,1,0.3333333,"lean_rep",608569,NA,"Alaska","AK"
1997,"Alaska",2,0,0,0.35,0.65,0.375,0.625,1,0.3333333,"lean_rep",612968,NA,"Alaska","AK"
1998,"Alaska",2,0,0,0.3,0.7,0.375,0.625,1,0.3333333,"lean_rep",619932,NA,"Alaska","AK"
1999,"Alaska",2,0,0,0.25,0.75,0.35,0.65,1,0.3333333,"lean_rep",624779,NA,"Alaska","AK"
2000,"Alaska",2,0,0,0.25,0.75,0.35,0.65,1,0.3333333,"lean_rep",627963,NA,"Alaska","AK"
2001,"Alaska",2,0,0,0.3,0.7,0.325,0.675,1,0.3333333,"lean_rep",633714,NA,"Alaska","AK"
2002,"Alaska",2,0,0,0.3,0.7,0.325,0.675,1,0.3333333,"lean_rep",642337,NA,"Alaska","AK"
2003,"Alaska",2,0,0,0.4,0.6,0.325,0.675,0,0,"full_rep",648414,NA,"Alaska","AK"
2004,"Alaska",2,0,0,0.4,0.6,0.325,0.675,0,0,"full_rep",659286,NA,"Alaska","AK"
2005,"Alaska",2,0,0,0.4,0.6,0.35,0.65,0,0,"full_rep",666946,NA,"Alaska","AK"
2006,"Alaska",2,0,0,0.4,0.6,0.35,0.65,0,0,"full_rep",675302,NA,"Alaska","AK"
2007,"Alaska",2,0,0,0.4,0.6,0.35,0.65,0,0,"full_rep",680300,NA,"Alaska","AK"
2008,"Alaska",2,0,0,0.45,0.55,0.425,0.575,0,0,"full_rep",687455,NA,"Alaska","AK"
2009,"Alaska",2,0.5,0,0.5,0.5,0.45,0.55,0,0.1666667,NA,698895,NA,"Alaska","AK"
2010,"Alaska",2,0.5,0,0.5,0.5,0.45,0.55,0,0.1666667,NA,713982,NA,"Alaska","AK"
2011,"Alaska",2,0.5,0,0.5,0.5,0.4,0.6,0,0.1666667,NA,722349,NA,"Alaska","AK"
2012,"Alaska",2,0.5,0,0.5,0.5,0.45,0.55,0,0.166666666666667,NA,730810,NA,"Alaska","AK"
2013,"Alaska",2,0,0,0.35,0.65,0.375,0.625,0,0,"full_rep",737626,NA,"Alaska","AK"
2014,"Alaska",2,0,0,0.35,0.65,0.35,0.65,0,0,"full_rep",737075,NA,"Alaska","AK"
2015,"Alaska",2,0,0,0.3,0.7,0.4,0.575,0.5,0.166666666666667,NA,738430,NA,"Alaska","AK"
2016,"Alaska",2,0,0,0.3,0.7,0.4,0.575,0.5,0.166666666666667,NA,742575,NA,"Alaska","AK"
2017,"Alaska",2,0,0,0.3,0.7,0.425,0.525,0.5,0.166666666666667,NA,740983,NA,"Alaska","AK"
2018,"Alaska",2,0,0,0.3,0.7,0.4,0.525,0.5,0.166666666666667,NA,736624,NA,"Alaska","AK"
2019,"Alaska",2,0,0,0.35,0.65,0.475,0.525,0,0,"full_rep",733603,NA,"Alaska","AK"
2020,"Alaska",2,0,0,0.35,0.65,0.375,0.575,0,0,"full_rep",731158,NA,"Alaska","AK"
2021,"Alaska",2,0,0,0.35,0.65,0.375,0.525,0,0,"full_rep",731158,0.528331432703808,"Alaska","AK"
1969,"Arizona",4,0,0,0.4333333,0.5666667,0.4333333,0.5666667,0,0,"full_rep",1737000,NA,"Ariz.","AZ"
1970,"Arizona",4,0,0,0.4333333,0.5666667,0.4333333,0.5666667,0,0,"full_rep",1794912,NA,"Ariz.","AZ"
1971,"Arizona",4,0,0,0.4,0.6,0.4333333,0.5666667,0,0,"full_rep",1896108,NA,"Ariz.","AZ"
1972,"Arizona",4,0,0,0.4,0.6,0.4333333,0.5666667,0,0,"full_rep",2008847,NA,"Ariz.","AZ"
1973,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,0,0,"full_rep",2125281,NA,"Ariz.","AZ"
1974,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,0,0,"full_rep",2224342,NA,"Ariz.","AZ"
1975,"Arizona",4,1,0,0.6,0.4,0.45,0.55,1,0.6666667,"lean_dem",2286348,NA,"Ariz.","AZ"
1976,"Arizona",4,1,0,0.6,0.4,0.45,0.55,1,0.6666667,"lean_dem",2347976,NA,"Ariz.","AZ"
1977,"Arizona",4,1,0,0.5333334,0.4666667,0.3666667,0.6333333,1,0.6666667,"lean_dem",2427310,NA,"Ariz.","AZ"
1978,"Arizona",4,1,0,0.5333334,0.4666667,0.3666667,0.6333333,1,0.6666667,"lean_dem",2517852,NA,"Ariz.","AZ"
1979,"Arizona",4,0,0,0.4666667,0.5333334,0.3,0.7,1,0.3333333,"lean_rep",2638582,NA,"Ariz.","AZ"
1980,"Arizona",4,0,0,0.4666667,0.5333334,0.3,0.7,1,0.3333333,"lean_rep",2737774,NA,"Ariz.","AZ"
1981,"Arizona",4,0,0,0.4666667,0.5333334,0.2833333,0.7166666,1,0.3333333,"lean_rep",2810108,NA,"Ariz.","AZ"
1982,"Arizona",4,0,0,0.4666667,0.5333334,0.2833333,0.7166666,1,0.3333333,"lean_rep",2889860,NA,"Ariz.","AZ"
1983,"Arizona",4,0,0,0.4,0.6,0.35,0.65,1,0.3333333,"lean_rep",2968924,NA,"Ariz.","AZ"
1984,"Arizona",4,0,0,0.4,0.6,0.35,0.65,1,0.3333333,"lean_rep",3067134,NA,"Ariz.","AZ"
1985,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,1,0.3333333,"lean_rep",3183539,NA,"Ariz.","AZ"
1986,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,1,0.3333333,"lean_rep",3308261,NA,"Ariz.","AZ"
1987,"Arizona",4,0,0,0.3666667,0.6333333,0.4,0.6,0,0,"full_rep",3437103,NA,"Ariz.","AZ"
1988,"Arizona",4,0,0,0.3666667,0.6333333,0.4,0.6,1,0.3333333,"lean_rep",3535183,NA,"Ariz.","AZ"
1989,"Arizona",4,0,0,0.4333333,0.5666667,0.4333333,0.5666667,1,0.3333333,"lean_rep",3622184,NA,"Ariz.","AZ"
1990,"Arizona",4,0,0,0.4333333,0.5666667,0.4333333,0.5666667,1,0.3333333,"lean_rep",3684097,NA,"Ariz.","AZ"
1991,"Arizona",4,1,0,0.5666667,0.4333333,0.45,0.55,0,0.3333333,"lean_rep",3788576,NA,"Ariz.","AZ"
1992,"Arizona",4,1,0,0.5666667,0.4333333,0.45,0.55,0,0.3333333,"lean_rep",3915740,NA,"Ariz.","AZ"
1993,"Arizona",4,0,0,0.4,0.6,0.4166667,0.5833333,0,0,"full_rep",4065440,NA,"Ariz.","AZ"
1994,"Arizona",4,0,0,0.4,0.6,0.4166667,0.5833333,0,0,"full_rep",4245089,NA,"Ariz.","AZ"
1995,"Arizona",4,0,0,0.3666667,0.6333333,0.3666667,0.6333333,0,0,"full_rep",4432499,NA,"Ariz.","AZ"
1996,"Arizona",4,0,0,0.3666667,0.6333333,0.3666667,0.6333333,0,0,"full_rep",4586940,NA,"Ariz.","AZ"
1997,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,0,0,"full_rep",4736990,NA,"Ariz.","AZ"
1998,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,0,0,"full_rep",4883342,NA,"Ariz.","AZ"
1999,"Arizona",4,0,0,0.4666667,0.5333334,0.3333333,0.6666667,0,0,"full_rep",5023823,NA,"Ariz.","AZ"
2000,"Arizona",4,0,0,0.4666667,0.5333334,0.3666667,0.6333333,0,0,"full_rep",5160586,NA,"Ariz.","AZ"
2001,"Arizona",4,0.5,0,0.5,0.5,0.4,0.6,0,0.1666667,NA,5273477,NA,"Ariz.","AZ"
2002,"Arizona",4,0.5,0,0.5,0.5,0.4,0.6,0,0.1666667,NA,5396255,NA,"Ariz.","AZ"
2003,"Arizona",4,0,0,0.4333333,0.5666667,0.35,0.65,1,0.3333333,"lean_rep",5510364,NA,"Ariz.","AZ"
2004,"Arizona",4,0,0,0.4333333,0.5666667,0.35,0.65,1,0.3333333,"lean_rep",5652404,NA,"Ariz.","AZ"
2005,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,1,0.3333333,"lean_rep",5839077,NA,"Ariz.","AZ"
2006,"Arizona",4,0,0,0.4,0.6,0.35,0.65,1,0.3333333,"lean_rep",6029141,NA,"Ariz.","AZ"
2007,"Arizona",4,0,0,0.4333333,0.5666667,0.45,0.55,1,0.3333333,"lean_rep",6167681,NA,"Ariz.","AZ"
2008,"Arizona",4,0,0,0.4333333,0.5666667,0.45,0.55,1,0.3333333,"lean_rep",6280362,NA,"Ariz.","AZ"
2009,"Arizona",4,0,0,0.4,0.6,0.4166667,0.5833333,0,0,"full_rep",6343154,NA,"Ariz.","AZ"
2010,"Arizona",4,0,0,0.4,0.6,0.4166667,0.5833333,0,0,"full_rep",6407342,NA,"Ariz.","AZ"
2011,"Arizona",4,0,0,0.3,0.7,0.3333333,0.6666667,0,0,"full_rep",6473416,NA,"Ariz.","AZ"
2012,"Arizona",4,0,0,0.3,0.7,0.333333333333333,0.666666666666667,0,0,"full_rep",6556344,NA,"Ariz.","AZ"
2013,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.4,0.6,0,0,"full_rep",6634690,NA,"Ariz.","AZ"
2014,"Arizona",4,0,0,0.4,0.566666666666667,0.4,0.6,0,0,"full_rep",6732873,NA,"Ariz.","AZ"
2015,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.366666666666667,0.633333333333333,0,0,"full_rep",6832810,NA,"Ariz.","AZ"
2016,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.4,0.6,0,0,"full_rep",6944767,NA,"Ariz.","AZ"
2017,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.416666666666667,0.583333333333333,0,0,"full_rep",7048088,NA,"Ariz.","AZ"
2018,"Arizona",4,0,0,0.433333333333333,0.533333333333333,0.416666666666667,0.583333333333333,0,0,"full_rep",7164228,NA,"Ariz.","AZ"
2019,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.483333333333333,0.516666666666667,0,0,"full_rep",7291843,NA,"Ariz.","AZ"
2020,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.483333333333333,0.516666666666667,0,0,"full_rep",7421401,NA,"Ariz.","AZ"
2021,"Arizona",4,0,0,0.466666666666667,0.533333333333333,0.466666666666667,0.516666666666667,0,0,"full_rep",7421401,0.490559810304647,"Ariz.","AZ"
1969,"Arkansas",5,1,1,0.9714286,0.0285714,0.96,0.04,0,0.6666667,"lean_dem",1913000,NA,"Ark.","AR"
1970,"Arkansas",5,1,1,0.9714286,0.0285714,0.96,0.04,0,0.6666667,"lean_dem",1930077,NA,"Ark.","AR"
1971,"Arkansas",5,1,1,0.9714286,0.0285714,0.98,0.02,1,1,"full_dem",1972028,NA,"Ark.","AR"
1972,"Arkansas",5,1,1,0.9714286,0.0285714,0.98,0.02,1,1,"full_dem",2018116,NA,"Ark.","AR"
1973,"Arkansas",5,1,1,0.9714286,0.0285714,0.99,0.01,1,1,"full_dem",2058491,NA,"Ark.","AR"
1974,"Arkansas",5,1,1,0.9714286,0.0285714,0.99,0.01,1,1,"full_dem",2100385,NA,"Ark.","AR"
1975,"Arkansas",5,1,1,0.9714286,0.0285714,0.97,0.03,1,1,"full_dem",2158291,NA,"Ark.","AR"
1976,"Arkansas",5,1,1,0.9714286,0.0285714,0.98,0.02,1,1,"full_dem",2168688,NA,"Ark.","AR"
1977,"Arkansas",5,1,1,0.9714286,0.0285714,0.96,0.04,1,1,"full_dem",2207228,NA,"Ark.","AR"
1978,"Arkansas",5,1,1,0.9714286,0.0285714,0.95,0.05,1,1,"full_dem",2241019,NA,"Ark.","AR"
1979,"Arkansas",5,1,1,1,0,0.94,0.06,1,1,"full_dem",2269115,NA,"Ark.","AR"
1980,"Arkansas",5,1,1,1,0,0.94,0.06,1,1,"full_dem",2288738,NA,"Ark.","AR"
1981,"Arkansas",5,1,1,0.9714286,0.0285714,0.93,0.07,0,0.6666667,"lean_dem",2293204,NA,"Ark.","AR"
1982,"Arkansas",5,1,1,0.9714286,0.0285714,0.93,0.07,0,0.6666667,"lean_dem",2294254,NA,"Ark.","AR"
1983,"Arkansas",5,1,1,0.9142857,0.0857143,0.92,0.08,1,1,"full_dem",2305766,NA,"Ark.","AR"
1984,"Arkansas",5,1,1,0.9142857,0.0857143,0.92,0.08,1,1,"full_dem",2319767,NA,"Ark.","AR"
1985,"Arkansas",5,1,1,0.8857143,0.1142857,0.91,0.09,1,1,"full_dem",2327046,NA,"Ark.","AR"
1986,"Arkansas",5,1,1,0.8857143,0.1142857,0.91,0.09,1,1,"full_dem",2331988,NA,"Ark.","AR"
1987,"Arkansas",5,1,1,0.8857143,0.1142857,0.91,0.09,1,1,"full_dem",2342357,NA,"Ark.","AR"
1988,"Arkansas",5,1,1,0.8857143,0.1142857,0.91,0.09,1,1,"full_dem",2342655,NA,"Ark.","AR"
1989,"Arkansas",5,1,1,0.8857143,0.1142857,0.88,0.11,1,1,"full_dem",2346354,NA,"Ark.","AR"
1990,"Arkansas",5,1,1,0.8857143,0.1142857,0.88,0.11,1,1,"full_dem",2356586,NA,"Ark.","AR"
1991,"Arkansas",5,1,1,0.8857143,0.1142857,0.91,0.09,1,1,"full_dem",2383144,NA,"Ark.","AR"
1992,"Arkansas",5,1,1,0.8857143,0.1142857,0.9,0.09,1,1,"full_dem",2415984,NA,"Ark.","AR"
1993,"Arkansas",5,1,1,0.8571429,0.1428571,0.89,0.1,1,1,"full_dem",2456303,NA,"Ark.","AR"
1994,"Arkansas",5,1,1,0.8571429,0.1428571,0.88,0.11,1,1,"full_dem",2494019,NA,"Ark.","AR"
1995,"Arkansas",5,1,1,0.8,0.2,0.88,0.12,1,1,"full_dem",2535399,NA,"Ark.","AR"
1996,"Arkansas",5,1,1,0.8,0.2,0.87,0.12,0,0.6666667,"lean_dem",2572109,NA,"Ark.","AR"
1997,"Arkansas",5,1,1,0.8,0.1714286,0.86,0.13,0,0.6666667,"lean_dem",2601090,NA,"Ark.","AR"
1998,"Arkansas",5,1,1,0.8,0.2,0.86,0.14,0,0.6666667,"lean_dem",2626289,NA,"Ark.","AR"
1999,"Arkansas",5,1,1,0.8285714,0.1714286,0.76,0.24,0,0.6666667,"lean_dem",2651860,NA,"Ark.","AR"
2000,"Arkansas",5,1,1,0.8285714,0.1714286,0.74,0.23,0,0.6666667,"lean_dem",2678588,NA,"Ark.","AR"
2001,"Arkansas",5,1,1,0.7714286,0.2285714,0.7,0.3,0,0.6666667,"lean_dem",2691571,NA,"Ark.","AR"
2002,"Arkansas",5,1,1,0.7714286,0.2285714,0.7,0.3,0,0.6666667,"lean_dem",2705927,NA,"Ark.","AR"
2003,"Arkansas",5,1,1,0.7714286,0.2285714,0.72,0.28,0,0.6666667,"lean_dem",2724816,NA,"Ark.","AR"
2004,"Arkansas",5,1,1,0.7714286,0.2285714,0.7,0.3,0,0.6666667,"lean_dem",2749686,NA,"Ark.","AR"
2005,"Arkansas",5,1,1,0.7714286,0.2285714,0.72,0.28,0,0.6666667,"lean_dem",2781097,NA,"Ark.","AR"
2006,"Arkansas",5,1,1,0.7714286,0.2285714,0.72,0.28,0,0.6666667,"lean_dem",2821761,NA,"Ark.","AR"
2007,"Arkansas",5,1,1,0.7714286,0.2285714,0.75,0.25,1,1,"full_dem",2848650,NA,"Ark.","AR"
2008,"Arkansas",5,1,1,0.7714286,0.2285714,0.75,0.25,1,1,"full_dem",2874554,NA,"Ark.","AR"
2009,"Arkansas",5,1,1,0.7714286,0.2285714,0.71,0.28,1,1,"full_dem",2896843,NA,"Ark.","AR"
2010,"Arkansas",5,1,1,0.7714286,0.2285714,0.71,0.28,1,1,"full_dem",2921998,NA,"Ark.","AR"
2011,"Arkansas",5,1,1,0.5714286,0.4285714,0.55,0.44,1,1,"full_dem",2941038,NA,"Ark.","AR"
2012,"Arkansas",5,1,1,0.571428571428571,0.428571428571429,0.55,0.45,1,1,"full_dem",2952876,NA,"Ark.","AR"
2013,"Arkansas",5,0,0,0.4,0.6,0.48,0.51,1,0.333333333333333,"lean_rep",2960459,NA,"Ark.","AR"
2014,"Arkansas",5,0,0,0.371428571428571,0.628571428571429,0.48,0.51,1,0.333333333333333,"lean_rep",2968759,NA,"Ark.","AR"
2015,"Arkansas",5,0,0,0.314285714285714,0.685714285714286,0.36,0.64,0,0,"full_rep",2979732,NA,"Ark.","AR"
2016,"Arkansas",5,0,0,0.314285714285714,0.685714285714286,0.36,0.64,0,0,"full_rep",2991815,NA,"Ark.","AR"
2017,"Arkansas",5,0,0,0.257142857142857,0.742857142857143,0.24,0.76,0,0,"full_rep",3003855,NA,"Ark.","AR"
2018,"Arkansas",5,0,0,0.257142857142857,0.685714285714286,0.24,0.75,0,0,"full_rep",3012161,NA,"Ark.","AR"
2019,"Arkansas",5,0,0,0.257142857142857,0.742857142857143,0.24,0.76,0,0,"full_rep",3020985,NA,"Ark.","AR"
2020,"Arkansas",5,0,0,0.257142857142857,0.742857142857143,0.24,0.76,0,0,"full_rep",3030522,NA,"Ark.","AR"
2021,"Arkansas",5,0,0,0.2,0.771428571428571,0.22,0.78,0,0,"full_rep",3030522,0.623957298561443,"Ark.","AR"
1969,"California",6,0,0,0.475,0.525,0.4875,0.5125,0,0,"full_rep",19711000,NA,"Calif.","CA"
